31.69048,118.15371
31.71609,118.49016
31.67295,118.49199
31.67869,118.49209
31.67787,118.49694
31.67489,118.49882
31.70406,118.51134
31.66124,118.51748
31.82546,118.04247
31.82618,118.04537
31.82496,118.0474
31.75265,118.16129
31.72035,118.48604
31.70692,118.50024
31.67476,118.50173
31.68375,118.50587
31.70343,118.50999
31.68527,118.5108
31.70938,118.52495
31.49977,117.99856
31.72787,118.08938
31.70508,118.38283
31.55376,118.47892
31.68696,118.50452
31.67925,118.50526
31.67385,118.51032
31.70266,118.51056
31.68335,118.51411
31.67403,118.51975
31.69878,118.52047
31.69938,118.52144
31.70322,118.52244
31.69708,118.55895
31.69716,118.55917
31.57908,118.48119
31.57908,118.48119
31.69158,118.48445
31.69289,118.48652
31.70082,118.49567
31.57631,118.49604
31.55964,118.83919
31.72815,118.08869
31.64053,118.33683
31.70879,118.35382
31.70931,118.35391
31.68685,118.48857
31.56037,118.4892
31.70838,118.49685
31.69933,118.49878
31.7166,118.49943
31.7007,118.50132
31.68706,118.50631
31.68316,118.5065
31.65516,118.50839
31.67603,118.50857
31.70336,118.51178
31.55148,118.51445
31.68726,118.51899
31.68726,118.51899
31.70227,118.52163
31.70223,118.52216
31.72204,118.52448
31.72204,118.52448
31.71237,118.52501
31.72529,118.10202
31.56887,118.49093
31.56904,118.49111
31.68676,118.50577
31.70218,118.50736
31.68333,118.51541
31.70253,118.52146
31.71832,118.5474
31.65973,118.45298
31.69433,118.47404
31.57706,118.48347
31.56118,118.48495
31.68694,118.48835
31.71672,118.49867
31.67378,118.50369
31.70826,118.5239
31.54608,118.53355
31.72196,118.56213
31.59399,117.94374
31.62506,118.08414
31.71833,118.10354
31.72082,118.1044
31.72002,118.10706
31.71928,118.11148
31.68525,118.13529
31.7334,118.39708
31.68476,118.47766
31.72323,118.48232
31.56949,118.48379
31.70076,118.48875
31.76488,118.48952
31.55432,118.49699
31.70658,118.49901
31.70595,118.50023
31.70404,118.50081
31.70402,118.5009
31.70675,118.50112
31.70415,118.50114
31.70226,118.50286
31.71109,118.50408
31.68888,118.50473
31.70127,118.51606
31.59886,118.03762
31.86953,118.31665
31.97731,118.32713
31.48595,118.46763
31.73706,118.47314
31.67907,118.4817
31.7205,118.48422
31.66985,118.48494
31.72432,118.48641
31.66854,118.48983
31.69035,118.49209
31.70157,118.49924
31.68743,118.50574
31.68605,118.50717
31.68678,118.50724
31.70332,118.51231
31.68683,118.51623
31.69372,118.51836
31.68789,118.52105
31.7198,118.52123
31.69376,118.52183
31.76141,118.06577
31.48572,118.08056
31.74044,118.08298
31.59178,118.2982
31.71767,118.34663
31.49934,118.48112
31.66845,118.4836
31.68622,118.48586
31.49398,118.48647
31.56002,118.49023
31.59345,118.4904
31.68386,118.49467
31.68404,118.50211
31.68539,118.50438
31.68539,118.50438
31.69513,118.50586
31.67423,118.50657
31.70341,118.51181
31.70337,118.51224
31.54706,118.60475
31.726,118.09974
31.70986,118.35734
31.67785,118.36618
31.53164,118.46072
31.56294,118.47398
31.57787,118.48196
31.57787,118.48196
31.66467,118.48261
31.66467,118.48261
31.72041,118.48468
31.67615,118.49166
31.62045,118.49401
31.71788,118.4961
31.70258,118.50236
31.71057,118.50476
31.68303,118.50527
31.70958,118.50947
31.55294,118.52969
31.55294,118.52969
31.68321,118.53033
31.70305,118.48278
31.56887,118.4955
31.7554,118.50011
31.70643,118.50039
31.70583,118.50367
31.70602,118.50384
31.68442,118.50775
31.67586,118.51896
31.703,118.52033
31.71271,118.52059
31.71271,118.52059
31.71454,118.54666
31.68729,118.54767
31.69519,118.54891
31.68333,118.55132
31.72196,118.55449
31.72196,118.55449
31.6969,118.55836
31.70669,118.57634
31.57145,118.82823
31.651,118.4787
31.66745,118.47916
31.66245,118.47922
31.5778,118.4849
31.67267,118.49251
31.70197,118.50046
31.69936,118.50343
31.68682,118.50742
31.67558,118.51659
31.69342,118.51828
31.68431,118.51919
31.68849,118.52121
31.71974,118.54272
31.7242,118.09887
31.60504,118.29813
31.71128,118.36678
31.67089,118.48134
31.5538,118.48278
31.55986,118.49008
31.55697,118.49559
31.71688,118.49808
31.71576,118.49909
31.70156,118.52269
31.65721,118.52842
31.65675,118.52926
31.69682,118.55406
31.69682,118.55406
31.71733,118.57226
31.54685,117.95431
31.59429,118.05457
31.77445,118.29086
31.70179,118.33698
31.65114,118.4638
31.65448,118.48371
31.6649,118.4849
31.67054,118.48644
31.75546,118.49252
31.68409,118.5019
31.70071,118.50249
31.70092,118.50255
31.6832,118.50415
31.68468,118.50827
31.68468,118.50827
31.74782,118.50969
31.68631,118.50973
31.67478,118.51242
31.67074,118.51296
31.70356,118.51445
31.67761,118.51601
31.70422,118.51606
31.70439,118.51884
31.66904,118.52348
31.69871,118.53921
31.6957,118.54325
31.69604,118.54548
31.4976,117.99902
31.4976,117.99902
31.63564,118.00991
31.74085,118.34163
31.69544,118.46891
31.55976,118.48218
31.55976,118.48218
31.68163,118.48309
31.72437,118.4831
31.68841,118.48618
31.58825,118.48845
31.58825,118.48845
31.72643,118.48915
31.68969,118.49278
31.67396,118.49305
31.68193,118.50289
31.68193,118.50289
31.68193,118.50289
31.70963,118.50508
31.68758,118.50515
31.68758,118.50515
31.7097,118.50539
31.6915,118.50561
31.6915,118.50561
31.71029,118.50615
31.73641,118.51407
31.73538,118.51621
31.70327,118.51887
31.68808,118.52117
31.7649,118.53115
31.65448,118.55046
31.71956,118.55458
31.71956,118.55458
31.72486,118.08918
31.55586,118.47926
31.72834,118.49252
31.69028,118.49322
31.67475,118.49359
31.69904,118.49738
31.69904,118.49738
31.75458,118.5084
31.67581,118.51589
31.68443,118.52146
31.69581,118.54076
31.65799,118.59202
31.44042,118.59622
31.68039,118.60801
31.77065,118.20851
31.68412,118.47912
31.68412,118.47912
31.67333,118.47925
31.58138,118.49297
31.68507,118.50018
31.67845,118.50296
31.68657,118.50784
31.68627,118.51009
31.68627,118.51009
31.68678,118.51947
31.68678,118.51947
31.72233,118.52166
31.43447,118.45704
31.43447,118.45704
31.67704,118.4795
31.43445,118.49089
31.68257,118.49204
31.6789,118.49925
31.70437,118.50107
31.70772,118.50661
31.7096,118.50717
31.67733,118.52232
31.70631,118.53902
31.55877,118.81486
31.71679,118.1044
31.57126,118.18216
31.85803,118.34249
31.70563,118.46864
31.71894,118.4828
31.71894,118.4828
31.55359,118.48875
31.69427,118.48876
31.55672,118.49563
31.69904,118.49744
31.70763,118.51111
31.70703,118.51201
31.7048,118.51422
31.56588,118.8416
31.68961,118.47092
31.66849,118.48516
31.72065,118.48581
31.7066,118.49777
31.70434,118.50118
31.68433,118.50349
31.68375,118.50351
31.68375,118.50351
31.68954,118.50395
31.68672,118.50702
31.70828,118.50769
31.70137,118.5103
31.70278,118.51046
31.70238,118.51071
31.69894,118.51721
31.68747,118.5208
31.68747,118.5208
31.68747,118.5208
31.68779,118.52224
31.69364,118.54164
31.66714,118.54964
31.69544,118.56076
31.73972,118.34184
31.55214,118.48289
31.55214,118.48289
31.55515,118.49531
31.67924,118.4955
31.68703,118.50784
31.67418,118.51762
31.67418,118.51762
31.67418,118.51762
31.67418,118.51762
31.70862,118.53344
31.71898,118.5632
31.56435,118.83208
31.56458,118.83259
31.56458,118.83259
31.50164,118.05751
31.50164,118.05751
31.72329,118.0998
31.72329,118.0998
31.69664,118.46619
31.55387,118.48439
